,Location,Attribute,Value,Year,Week
5093,Nezperce / Craigmont,Barley_Feed,6.55,2015.0,6.0
5094,Nezperce / Craigmont,SWW,5.87,2015.0,6.0
5095,Nezperce / Craigmont,HRW,5.86,2015.0,6.0
5096,Nezperce / Craigmont,DNS,7.81,2015.0,6.0
5097,Lewiston,Barley_Feed,7.05,2015.0,6.0
5098,Lewiston,SWW,6.12,2015.0,6.0
5099,Lewiston,HRW,6.11,2015.0,6.0
5100,Lewiston,DNS,8.06,2015.0,6.0
5101,Moscow / Genesee,Barley_Feed,6.55,2015.0,6.0
5102,Moscow / Genesee,SWW,5.89,2015.0,6.0
5103,Moscow / Genesee,HRW,5.88,2015.0,6.0
5104,Moscow / Genesee,DNS,7.83,2015.0,6.0
5105,Moscow / Genesee,HWW,6.07,2015.0,6.0
5106,Idaho Falls,Barley_Feed,5.0,2015.0,7.0
5107,Idaho Falls,Malting,12.5,2015.0,7.0
5108,Idaho Falls,SWW,5.91,2015.0,7.0
5109,Idaho Falls,HRW,5.52,2015.0,7.0
5110,Idaho Falls,DNS,6.23,2015.0,7.0
5111,Idaho Falls,HWW,5.53,2015.0,7.0
5112,Burley / Rupert,Barley_Feed,5.2,2015.0,7.0
5113,Burley / Rupert,Malting,12.5,2015.0,7.0
5114,Burley / Rupert,SWW,5.9,2015.0,7.0
5115,Burley / Rupert,HRW,4.85,2015.0,7.0
5116,Burley / Rupert,DNS,6.26,2015.0,7.0
5117,Burley / Rupert,HWW,5.45,2015.0,7.0
5118,Lewiston,Barley_Feed,7.05,2015.0,7.0
5119,Lewiston,SWW,6.18,2015.0,7.0
5120,Lewiston,HRW,6.17,2015.0,7.0
5121,Lewiston,DNS,8.15,2015.0,7.0
5122,Idaho Falls,Barley_Feed,5.0,2015.0,8.0
5123,Idaho Falls,Malting,12.5,2015.0,8.0
5124,Idaho Falls,SWW,5.96,2015.0,8.0
5125,Idaho Falls,HRW,5.5,2015.0,8.0
5126,Idaho Falls,DNS,6.46,2015.0,8.0
5127,Idaho Falls,HWW,5.6,2015.0,8.0
5128,Blackfoot / Pocatello,Malting,10.0,2015.0,8.0
5129,Blackfoot / Pocatello,SWW,5.91,2015.0,8.0
5130,Blackfoot / Pocatello,HRW,5.53,2015.0,8.0
5131,Blackfoot / Pocatello,DNS,6.23,2015.0,8.0
5132,Blackfoot / Pocatello,HWW,5.53,2015.0,8.0
5133,Grace / Soda Springs,Barley_Feed,5.15,2015.0,8.0
5134,Grace / Soda Springs,SWW,6.0,2015.0,8.0
5135,Grace / Soda Springs,HRW,5.27,2015.0,8.0
5136,Grace / Soda Springs,DNS,5.9,2015.0,8.0
5137,Grace / Soda Springs,HWW,5.27,2015.0,8.0
5138,Burley / Rupert,Barley_Feed,5.2,2015.0,8.0
5139,Burley / Rupert,Malting,12.5,2015.0,8.0
5140,Burley / Rupert,SWW,5.83,2015.0,8.0
5141,Burley / Rupert,HRW,4.75,2015.0,8.0
5142,Burley / Rupert,DNS,6.3,2015.0,8.0
5143,Burley / Rupert,HWW,5.35,2015.0,8.0
5144,Nezperce / Craigmont,Barley_Feed,6.55,2015.0,8.0
5145,Nezperce / Craigmont,SWW,5.95,2015.0,8.0
5146,Nezperce / Craigmont,HRW,5.93,2015.0,8.0
5147,Nezperce / Craigmont,DNS,7.97,2015.0,8.0
5148,Lewiston,Barley_Feed,7.05,2015.0,8.0
5149,Lewiston,SWW,6.2,2015.0,8.0
5150,Lewiston,HRW,6.18,2015.0,8.0
5151,Lewiston,DNS,8.22,2015.0,8.0
5152,Moscow / Genesee,Barley_Feed,6.55,2015.0,8.0
5153,Moscow / Genesee,SWW,5.97,2015.0,8.0
5154,Moscow / Genesee,HRW,5.95,2015.0,8.0
5155,Moscow / Genesee,DNS,7.99,2015.0,8.0
5156,Moscow / Genesee,HWW,6.79,2015.0,8.0
5157,Idaho Falls,Barley_Feed,5.0,2015.0,9.0
5158,Idaho Falls,Malting,12.5,2015.0,9.0
5159,Idaho Falls,SWW,6.0,2015.0,9.0
5160,Idaho Falls,HRW,5.34,2015.0,9.0
5161,Idaho Falls,DNS,6.56,2015.0,9.0
5162,Idaho Falls,HWW,5.44,2015.0,9.0
5163,Burley / Rupert,Barley_Feed,5.0,2015.0,9.0
5164,Burley / Rupert,Malting,12.5,2015.0,9.0
5165,Burley / Rupert,SWW,5.6,2015.0,9.0
5166,Burley / Rupert,HRW,4.55,2015.0,9.0
5167,Burley / Rupert,DNS,6.05,2015.0,9.0
5168,Burley / Rupert,HWW,5.75,2015.0,9.0
5169,Lewiston,Barley_Feed,7.05,2015.0,9.0
5170,Lewiston,SWW,6.08,2015.0,9.0
5171,Lewiston,HRW,5.96,2015.0,9.0
5172,Lewiston,DNS,7.9,2015.0,9.0
5173,Idaho Falls,Barley_Feed,5.0,2015.0,10.0
5174,Idaho Falls,Malting,12.5,2015.0,10.0
5175,Idaho Falls,SWW,5.66,2015.0,10.0
5176,Idaho Falls,HRW,4.67,2015.0,10.0
5177,Idaho Falls,DNS,6.52,2015.0,10.0
5178,Idaho Falls,HWW,5.47,2015.0,10.0
5179,Blackfoot / Pocatello,Malting,10.0,2015.0,10.0
5180,Blackfoot / Pocatello,SWW,5.66,2015.0,10.0
5181,Blackfoot / Pocatello,HRW,5.37,2015.0,10.0
5182,Blackfoot / Pocatello,DNS,6.65,2015.0,10.0
5183,Blackfoot / Pocatello,HWW,5.47,2015.0,10.0
5184,Grace / Soda Springs,Barley_Feed,5.15,2015.0,10.0
5185,Grace / Soda Springs,SWW,5.65,2015.0,10.0
5186,Grace / Soda Springs,HRW,5.15,2015.0,10.0
5187,Grace / Soda Springs,DNS,6.01,2015.0,10.0
5188,Grace / Soda Springs,HWW,5.15,2015.0,10.0
5189,Burley / Rupert,Barley_Feed,5.0,2015.0,10.0
5190,Burley / Rupert,Malting,12.5,2015.0,10.0
5191,Burley / Rupert,SWW,5.6,2015.0,10.0
5192,Burley / Rupert,HRW,4.57,2015.0,10.0
5193,Burley / Rupert,DNS,6.15,2015.0,10.0
5194,Burley / Rupert,HWW,5.17,2015.0,10.0
5195,Nezperce / Craigmont,Barley_Feed,6.55,2015.0,10.0
5196,Nezperce / Craigmont,SWW,5.83,2015.0,10.0
5197,Nezperce / Craigmont,HRW,5.77,2015.0,10.0
5198,Nezperce / Craigmont,DNS,8.05,2015.0,10.0
5199,Lewiston,Barley_Feed,7.05,2015.0,10.0
5200,Lewiston,SWW,6.08,2015.0,10.0
5201,Lewiston,HRW,6.02,2015.0,10.0
5202,Lewiston,DNS,8.3,2015.0,10.0
5203,Moscow / Genesee,Barley_Feed,6.55,2015.0,10.0
5204,Moscow / Genesee,SWW,5.85,2015.0,10.0
5205,Moscow / Genesee,HRW,5.79,2015.0,10.0
5206,Moscow / Genesee,DNS,8.07,2015.0,10.0
5207,Moscow / Genesee,HWW,5.98,2015.0,10.0
5208,Idaho Falls,Barley_Feed,5.0,2015.0,11.0
5209,Idaho Falls,Malting,12.5,2015.0,11.0
5210,Idaho Falls,SWW,5.85,2015.0,11.0
5211,Idaho Falls,HRW,5.1,2015.0,11.0
5212,Idaho Falls,DNS,6.55,2015.0,11.0
5213,Idaho Falls,HWW,5.4,2015.0,11.0
5214,Burley / Rupert,Barley_Feed,5.0,2015.0,11.0
5215,Burley / Rupert,Malting,12.5,2015.0,11.0
5216,Burley / Rupert,SWW,5.7,2015.0,11.0
5217,Burley / Rupert,HRW,4.77,2015.0,11.0
5218,Burley / Rupert,DNS,6.04,2015.0,11.0
5219,Burley / Rupert,HWW,5.37,2015.0,11.0
5220,Lewiston,Barley_Feed,7.05,2015.0,11.0
5221,Lewiston,SWW,6.05,2015.0,11.0
5222,Lewiston,HRW,6.15,2015.0,11.0
5223,Lewiston,DNS,8.31,2015.0,11.0
5224,Idaho Falls,Barley_Feed,4.75,2015.0,12.0
5225,Idaho Falls,Malting,12.5,2015.0,12.0
5226,Idaho Falls,SWW,5.81,2015.0,12.0
5227,Idaho Falls,HRW,5.6,2015.0,12.0
5228,Idaho Falls,DNS,6.67,2015.0,12.0
5229,Idaho Falls,HWW,5.57,2015.0,12.0
5230,Burley / Rupert,Barley_Feed,5.0,2015.0,12.0
5231,Burley / Rupert,Malting,12.5,2015.0,12.0
5232,Burley / Rupert,SWW,5.76,2015.0,12.0
5233,Burley / Rupert,HRW,4.85,2015.0,12.0
5234,Burley / Rupert,DNS,6.3,2015.0,12.0
5235,Burley / Rupert,HWW,5.4,2015.0,12.0
5236,Lewiston,Barley_Feed,6.8,2015.0,12.0
5237,Lewiston,SWW,6.18,2015.0,12.0
5238,Lewiston,HRW,6.34,2015.0,12.0
5239,Lewiston,DNS,8.46,2015.0,12.0
5240,Idaho Falls,Barley_Feed,4.75,2015.0,13.0
5241,Idaho Falls,Malting,12.5,2015.0,13.0
5242,Idaho Falls,SWW,5.86,2015.0,13.0
5243,Idaho Falls,HRW,5.28,2015.0,13.0
5244,Idaho Falls,DNS,6.81,2015.0,13.0
5245,Idaho Falls,HWW,5.28,2015.0,13.0
5246,Burley / Rupert,Barley_Feed,5.0,2015.0,13.0
5247,Burley / Rupert,Malting,12.5,2015.0,13.0
5248,Burley / Rupert,SWW,5.7,2015.0,13.0
5249,Burley / Rupert,HRW,4.95,2015.0,13.0
5250,Burley / Rupert,DNS,6.25,2015.0,13.0
5251,Burley / Rupert,HWW,5.5,2015.0,13.0
5252,Lewiston,Barley_Feed,6.8,2015.0,13.0
5253,Lewiston,SWW,6.2,2015.0,13.0
5254,Lewiston,HRW,6.33,2015.0,13.0
5255,Lewiston,DNS,8.4,2015.0,13.0
5256,Idaho Falls,Barley_Feed,4.9,2015.0,14.0
5257,Idaho Falls,Malting,12.5,2015.0,14.0
5258,Idaho Falls,SWW,5.95,2015.0,14.0
5259,Idaho Falls,HRW,5.36,2015.0,14.0
5260,Idaho Falls,DNS,6.18,2015.0,14.0
5261,Idaho Falls,HWW,5.8,2015.0,14.0
5262,Blackfoot / Pocatello,Malting,10.0,2015.0,14.0
5263,Blackfoot / Pocatello,SWW,5.95,2015.0,14.0
5264,Blackfoot / Pocatello,HRW,5.85,2015.0,14.0
5265,Blackfoot / Pocatello,DNS,6.94,2015.0,14.0
5266,Blackfoot / Pocatello,HWW,5.95,2015.0,14.0
5267,Grace / Soda Springs,Barley_Feed,4.85,2015.0,14.0
5268,Grace / Soda Springs,SWW,5.93,2015.0,14.0
5269,Grace / Soda Springs,HRW,5.37,2015.0,14.0
5270,Grace / Soda Springs,DNS,6.3,2015.0,14.0
5271,Grace / Soda Springs,HWW,5.37,2015.0,14.0
5272,Burley / Rupert,Barley_Feed,5.0,2015.0,14.0
5273,Burley / Rupert,Malting,12.5,2015.0,14.0
5274,Burley / Rupert,SWW,5.85,2015.0,14.0
5275,Burley / Rupert,HRW,5.01,2015.0,14.0
5276,Burley / Rupert,DNS,6.45,2015.0,14.0
5277,Burley / Rupert,HWW,5.56,2015.0,14.0
5278,Nezperce / Craigmont,Barley_Feed,6.05,2015.0,14.0
5279,Nezperce / Craigmont,SWW,5.95,2015.0,14.0
5280,Nezperce / Craigmont,HRW,6.03,2015.0,14.0
5281,Nezperce / Craigmont,DNS,8.2,2015.0,14.0
5282,Lewiston,Barley_Feed,6.55,2015.0,14.0
5283,Lewiston,SWW,6.2,2015.0,14.0
5284,Lewiston,HRW,6.28,2015.0,14.0
5285,Lewiston,DNS,8.45,2015.0,14.0
5286,Moscow / Genesee,Barley_Feed,6.05,2015.0,14.0
5287,Moscow / Genesee,SWW,5.97,2015.0,14.0
5288,Moscow / Genesee,HRW,6.05,2015.0,14.0
5289,Moscow / Genesee,DNS,8.22,2015.0,14.0
5290,Moscow / Genesee,HWW,6.24,2015.0,14.0
5291,Idaho Falls,Barley_Feed,4.85,2015.0,15.0
5292,Idaho Falls,Malting,12.5,2015.0,15.0
5293,Idaho Falls,SWW,5.86,2015.0,15.0
5294,Idaho Falls,HRW,5.71,2015.0,15.0
5295,Idaho Falls,DNS,6.64,2015.0,15.0
5296,Idaho Falls,HWW,5.75,2015.0,15.0
5297,Blackfoot / Pocatello,Malting,10.0,2015.0,15.0
5298,Blackfoot / Pocatello,SWW,5.86,2015.0,15.0
5299,Blackfoot / Pocatello,HRW,5.71,2015.0,15.0
5300,Blackfoot / Pocatello,DNS,6.81,2015.0,15.0
5301,Blackfoot / Pocatello,HWW,5.81,2015.0,15.0
5302,Grace / Soda Springs,Barley_Feed,4.85,2015.0,15.0
5303,Grace / Soda Springs,SWW,5.88,2015.0,15.0
5304,Grace / Soda Springs,HRW,5.26,2015.0,15.0
5305,Grace / Soda Springs,DNS,6.21,2015.0,15.0
5306,Grace / Soda Springs,HWW,5.26,2015.0,15.0
5307,Burley / Rupert,Barley_Feed,4.75,2015.0,15.0
5308,Burley / Rupert,Malting,12.5,2015.0,15.0
5309,Burley / Rupert,SWW,5.94,2015.0,15.0
5310,Burley / Rupert,HRW,5.01,2015.0,15.0
5311,Burley / Rupert,DNS,6.25,2015.0,15.0
5312,Burley / Rupert,HWW,5.46,2015.0,15.0
5313,Nezperce / Craigmont,Barley_Feed,6.05,2015.0,15.0
5314,Nezperce / Craigmont,SWW,5.85,2015.0,15.0
5315,Nezperce / Craigmont,HRW,5.91,2015.0,15.0
5316,Nezperce / Craigmont,DNS,7.92,2015.0,15.0
5317,Lewiston,Barley_Feed,6.55,2015.0,15.0
5318,Lewiston,SWW,6.1,2015.0,15.0
5319,Lewiston,HRW,6.16,2015.0,15.0
5320,Lewiston,DNS,8.17,2015.0,15.0
5321,Moscow / Genesee,Barley_Feed,6.05,2015.0,15.0
5322,Moscow / Genesee,SWW,5.87,2015.0,15.0
5323,Moscow / Genesee,HRW,5.93,2015.0,15.0
5324,Moscow / Genesee,DNS,7.94,2015.0,15.0
5325,Moscow / Genesee,HWW,6.24,2015.0,15.0
5326,Idaho Falls,Barley_Feed,4.75,2015.0,16.0
5327,Idaho Falls,Malting,12.25,2015.0,16.0
5328,Idaho Falls,SWW,5.51,2015.0,16.0
5329,Idaho Falls,HRW,4.84,2015.0,16.0
5330,Idaho Falls,DNS,5.77,2015.0,16.0
5331,Idaho Falls,HWW,5.08,2015.0,16.0
5332,Burley / Rupert,Barley_Feed,4.75,2015.0,16.0
5333,Burley / Rupert,Malting,12.5,2015.0,16.0
5334,Burley / Rupert,SWW,5.6,2015.0,16.0
5335,Burley / Rupert,HRW,4.5,2015.0,16.0
5336,Burley / Rupert,DNS,5.88,2015.0,16.0
5337,Burley / Rupert,HWW,5.05,2015.0,16.0
5338,Lewiston,Barley_Feed,6.3,2015.0,16.0
5339,Lewiston,SWW,5.8,2015.0,16.0
5340,Lewiston,HRW,5.72,2015.0,16.0
5341,Lewiston,DNS,7.35,2015.0,16.0
5342,Idaho Falls,Barley_Feed,4.85,2015.0,17.0
5343,Idaho Falls,Malting,12.25,2015.0,17.0
5344,Idaho Falls,SWW,5.6,2015.0,17.0
5345,Idaho Falls,HRW,4.82,2015.0,17.0
5346,Idaho Falls,DNS,5.77,2015.0,17.0
5347,Idaho Falls,HWW,4.82,2015.0,17.0
5348,Blackfoot / Pocatello,Malting,10.0,2015.0,17.0
5349,Blackfoot / Pocatello,SWW,5.6,2015.0,17.0
5350,Blackfoot / Pocatello,HRW,5.1,2015.0,17.0
5351,Blackfoot / Pocatello,DNS,6.45,2015.0,17.0
5352,Blackfoot / Pocatello,HWW,5.2,2015.0,17.0
5353,Grace / Soda Springs,Barley_Feed,4.82,2015.0,17.0
5354,Grace / Soda Springs,SWW,5.65,2015.0,17.0
5355,Grace / Soda Springs,HRW,5.05,2015.0,17.0
5356,Grace / Soda Springs,DNS,5.86,2015.0,17.0
5357,Grace / Soda Springs,HWW,5.05,2015.0,17.0
5358,Burley / Rupert,Barley_Feed,4.75,2015.0,17.0
5359,Burley / Rupert,Malting,12.5,2015.0,17.0
5360,Burley / Rupert,SWW,5.6,2015.0,17.0
5361,Burley / Rupert,HRW,4.52,2015.0,17.0
5362,Burley / Rupert,DNS,,2015.0,17.0
5363,Burley / Rupert,HWW,5.02,2015.0,17.0
5364,Nezperce / Craigmont,Barley_Feed,5.8,2015.0,17.0
5365,Nezperce / Craigmont,SWW,5.63,2015.0,17.0
5366,Nezperce / Craigmont,HRW,5.39,2015.0,17.0
5367,Nezperce / Craigmont,DNS,6.62,2015.0,17.0
5368,Lewiston,Barley_Feed,6.3,2015.0,17.0
5369,Lewiston,SWW,5.88,2015.0,17.0
5370,Lewiston,HRW,5.64,2015.0,17.0
5371,Lewiston,DNS,6.87,2015.0,17.0
5372,Moscow / Genesee,Barley_Feed,5.8,2015.0,17.0
5373,Moscow / Genesee,SWW,5.65,2015.0,17.0
5374,Moscow / Genesee,HRW,5.41,2015.0,17.0
5375,Moscow / Genesee,DNS,6.64,2015.0,17.0
5376,Moscow / Genesee,HWW,5.6,2015.0,17.0
5377,Idaho Falls,Barley_Feed,4.75,2015.0,18.0
5378,Idaho Falls,Malting,12.25,2015.0,18.0
5379,Idaho Falls,SWW,5.14,2015.0,18.0
5380,Idaho Falls,HRW,5.14,2015.0,18.0
5381,Idaho Falls,DNS,6.18,2015.0,18.0
5382,Idaho Falls,HWW,5.04,2015.0,18.0
5383,Blackfoot / Pocatello,Malting,10.0,2015.0,18.0
5384,Blackfoot / Pocatello,SWW,5.14,2015.0,18.0
5385,Blackfoot / Pocatello,HRW,5.14,2015.0,18.0
5386,Blackfoot / Pocatello,DNS,6.18,2015.0,18.0
5387,Blackfoot / Pocatello,HWW,5.04,2015.0,18.0
5388,Grace / Soda Springs,Barley_Feed,5.0,2015.0,18.0
5389,Grace / Soda Springs,SWW,5.47,2015.0,18.0
5390,Grace / Soda Springs,HRW,4.66,2015.0,18.0
5391,Grace / Soda Springs,DNS,5.75,2015.0,18.0
5392,Grace / Soda Springs,HWW,4.66,2015.0,18.0
5393,Burley / Rupert,Barley_Feed,4.75,2015.0,18.0
5394,Burley / Rupert,Malting,12.5,2015.0,18.0
5395,Burley / Rupert,SWW,5.53,2015.0,18.0
5396,Burley / Rupert,HRW,4.45,2015.0,18.0
5397,Burley / Rupert,DNS,5.93,2015.0,18.0
5398,Burley / Rupert,HWW,5.05,2015.0,18.0
5399,Nezperce / Craigmont,Barley_Feed,5.55,2015.0,18.0
5400,Nezperce / Craigmont,SWW,5.3,2015.0,18.0
5401,Nezperce / Craigmont,HRW,5.24,2015.0,18.0
5402,Nezperce / Craigmont,DNS,6.45,2015.0,18.0
5403,Lewiston,Barley_Feed,6.05,2015.0,18.0
5404,Lewiston,SWW,5.55,2015.0,18.0
5405,Lewiston,HRW,5.49,2015.0,18.0
5406,Lewiston,DNS,6.7,2015.0,18.0
5407,Moscow / Genesee,Barley_Feed,5.55,2015.0,18.0
5408,Moscow / Genesee,SWW,5.32,2015.0,18.0
5409,Moscow / Genesee,HRW,5.26,2015.0,18.0
5410,Moscow / Genesee,DNS,6.47,2015.0,18.0
5411,Moscow / Genesee,HWW,5.53,2015.0,18.0
5412,Idaho Falls,Barley_Feed,4.75,2015.0,19.0
5413,Idaho Falls,Malting,12.25,2015.0,19.0
5414,Idaho Falls,SWW,5.49,2015.0,19.0
5415,Idaho Falls,HRW,5.19,2015.0,19.0
5416,Idaho Falls,DNS,6.19,2015.0,19.0
5417,Idaho Falls,HWW,5.24,2015.0,19.0
5418,Blackfoot / Pocatello,Malting,10.0,2015.0,19.0
5419,Blackfoot / Pocatello,SWW,5.49,2015.0,19.0
5420,Blackfoot / Pocatello,HRW,5.19,2015.0,19.0
5421,Blackfoot / Pocatello,DNS,6.19,2015.0,19.0
5422,Blackfoot / Pocatello,HWW,5.24,2015.0,19.0
5423,Grace / Soda Springs,Barley_Feed,5.0,2015.0,19.0
5424,Grace / Soda Springs,SWW,5.59,2015.0,19.0
5425,Grace / Soda Springs,HRW,4.78,2015.0,19.0
5426,Grace / Soda Springs,DNS,5.93,2015.0,19.0
5427,Grace / Soda Springs,HWW,4.78,2015.0,19.0
5428,Burley / Rupert,Barley_Feed,4.75,2015.0,19.0
5429,Burley / Rupert,Malting,12.5,2015.0,19.0
5430,Burley / Rupert,SWW,5.45,2015.0,19.0
5431,Burley / Rupert,HRW,4.38,2015.0,19.0
5432,Burley / Rupert,DNS,5.83,2015.0,19.0
5433,Burley / Rupert,HWW,4.88,2015.0,19.0
5434,Nezperce / Craigmont,Barley_Feed,5.55,2015.0,19.0
5435,Nezperce / Craigmont,SWW,5.3,2015.0,19.0
5436,Nezperce / Craigmont,HRW,5.16,2015.0,19.0
5437,Nezperce / Craigmont,DNS,6.22,2015.0,19.0
5438,Lewiston,Barley_Feed,6.05,2015.0,19.0
5439,Lewiston,SWW,5.55,2015.0,19.0
5440,Lewiston,HRW,5.41,2015.0,19.0
5441,Lewiston,DNS,6.47,2015.0,19.0
5442,Moscow / Genesee,Barley_Feed,5.55,2015.0,19.0
5443,Moscow / Genesee,SWW,5.32,2015.0,19.0
5444,Moscow / Genesee,HRW,5.18,2015.0,19.0
5445,Moscow / Genesee,DNS,6.24,2015.0,19.0
5446,Moscow / Genesee,HWW,5.4,2015.0,19.0
5447,Idaho Falls,Barley_Feed,4.85,2015.0,20.0
5448,Idaho Falls,Malting,12.25,2015.0,20.0
5449,Idaho Falls,SWW,5.52,2015.0,20.0
5450,Idaho Falls,HRW,4.5,2015.0,20.0
5451,Idaho Falls,DNS,5.74,2015.0,20.0
5452,Idaho Falls,HWW,5.4,2015.0,20.0
5453,Blackfoot / Pocatello,Malting,10.0,2015.0,20.0
5454,Blackfoot / Pocatello,SWW,5.52,2015.0,20.0
5455,Blackfoot / Pocatello,HRW,5.35,2015.0,20.0
5456,Blackfoot / Pocatello,DNS,6.2,2015.0,20.0
5457,Blackfoot / Pocatello,HWW,5.4,2015.0,20.0
5458,Grace / Soda Springs,Barley_Feed,5.0,2015.0,20.0
5459,Grace / Soda Springs,SWW,5.55,2015.0,20.0
5460,Grace / Soda Springs,HRW,4.79,2015.0,20.0
5461,Grace / Soda Springs,DNS,5.9,2015.0,20.0
5462,Grace / Soda Springs,HWW,4.79,2015.0,20.0
5463,Burley / Rupert,Barley_Feed,4.75,2015.0,20.0
5464,Burley / Rupert,Malting,12.5,2015.0,20.0
5465,Burley / Rupert,SWW,5.1,2015.0,20.0
5466,Burley / Rupert,HRW,4.45,2015.0,20.0
5467,Burley / Rupert,DNS,5.85,2015.0,20.0
5468,Burley / Rupert,HWW,4.95,2015.0,20.0
5469,Nezperce / Craigmont,Barley_Feed,5.55,2015.0,20.0
5470,Nezperce / Craigmont,SWW,5.3,2015.0,20.0
5471,Nezperce / Craigmont,HRW,5.25,2015.0,20.0
5472,Nezperce / Craigmont,DNS,6.26,2015.0,20.0
5473,Lewiston,Barley_Feed,6.05,2015.0,20.0
5474,Lewiston,SWW,5.55,2015.0,20.0
5475,Lewiston,HRW,5.5,2015.0,20.0
5476,Lewiston,DNS,6.51,2015.0,20.0
5477,Moscow / Genesee,Barley_Feed,5.55,2015.0,20.0
5478,Moscow / Genesee,SWW,5.32,2015.0,20.0
5479,Moscow / Genesee,HRW,5.27,2015.0,20.0
5480,Moscow / Genesee,DNS,6.28,2015.0,20.0
5481,Moscow / Genesee,HWW,5.45,2015.0,20.0
5482,Idaho Falls,Barley_Feed,5.0,2015.0,21.0
5483,Idaho Falls,Malting,12.25,2015.0,21.0
5484,Idaho Falls,SWW,5.83,2015.0,21.0
5485,Idaho Falls,HRW,5.59,2015.0,21.0
5486,Idaho Falls,DNS,6.02,2015.0,21.0
5487,Idaho Falls,HWW,5.59,2015.0,21.0
5488,Blackfoot / Pocatello,Malting,10.0,2015.0,21.0
5489,Blackfoot / Pocatello,SWW,5.83,2015.0,21.0
5490,Blackfoot / Pocatello,HRW,5.7,2015.0,21.0
5491,Blackfoot / Pocatello,DNS,6.58,2015.0,21.0
5492,Blackfoot / Pocatello,HWW,5.75,2015.0,21.0
5493,Grace / Soda Springs,Barley_Feed,5.0,2015.0,21.0
5494,Grace / Soda Springs,SWW,5.82,2015.0,21.0
5495,Grace / Soda Springs,HRW,5.27,2015.0,21.0
5496,Grace / Soda Springs,DNS,6.38,2015.0,21.0
5497,Grace / Soda Springs,HWW,5.27,2015.0,21.0
5498,Burley / Rupert,Barley_Feed,4.75,2015.0,21.0
5499,Burley / Rupert,Malting,12.5,2015.0,21.0
5500,Burley / Rupert,SWW,5.68,2015.0,21.0
5501,Burley / Rupert,HRW,4.75,2015.0,21.0
5502,Burley / Rupert,DNS,6.08,2015.0,21.0
5503,Burley / Rupert,HWW,5.25,2015.0,21.0
5504,Nezperce / Craigmont,Barley_Feed,5.55,2015.0,21.0
5505,Nezperce / Craigmont,SWW,5.35,2015.0,21.0
5506,Nezperce / Craigmont,HRW,5.5,2015.0,21.0
5507,Nezperce / Craigmont,DNS,6.42,2015.0,21.0
5508,Lewiston,Barley_Feed,6.05,2015.0,21.0
5509,Lewiston,SWW,5.6,2015.0,21.0
5510,Lewiston,HRW,5.75,2015.0,21.0
5511,Lewiston,DNS,6.67,2015.0,21.0
5512,Moscow / Genesee,Barley_Feed,5.55,2015.0,21.0
5513,Moscow / Genesee,SWW,5.37,2015.0,21.0
5514,Moscow / Genesee,HRW,5.52,2015.0,21.0
5515,Moscow / Genesee,DNS,6.44,2015.0,21.0
5516,Moscow / Genesee,HWW,5.75,2015.0,21.0
5517,Idaho Falls,Barley_Feed,5.0,2015.0,22.0
5518,Idaho Falls,Malting,12.0,2015.0,22.0
5519,Idaho Falls,SWW,5.65,2015.0,22.0
5520,Idaho Falls,HRW,5.45,2015.0,22.0
5521,Idaho Falls,DNS,6.47,2015.0,22.0
5522,Idaho Falls,HWW,5.5,2015.0,22.0
5523,Blackfoot / Pocatello,Malting,10.0,2015.0,22.0
5524,Blackfoot / Pocatello,SWW,5.65,2015.0,22.0
5525,Blackfoot / Pocatello,HRW,5.45,2015.0,22.0
5526,Blackfoot / Pocatello,DNS,6.47,2015.0,22.0
5527,Blackfoot / Pocatello,HWW,5.5,2015.0,22.0
5528,Grace / Soda Springs,Barley_Feed,5.1,2015.0,22.0
5529,Grace / Soda Springs,SWW,5.63,2015.0,22.0
5530,Grace / Soda Springs,HRW,4.76,2015.0,22.0
5531,Grace / Soda Springs,DNS,6.1,2015.0,22.0
5532,Burley / Rupert,Barley_Feed,4.75,2015.0,22.0
5533,Burley / Rupert,Malting,12.5,2015.0,22.0
5534,Burley / Rupert,SWW,5.45,2015.0,22.0
5535,Burley / Rupert,HRW,4.42,2015.0,22.0
5536,Burley / Rupert,DNS,5.85,2015.0,22.0
5537,Burley / Rupert,HWW,4.95,2015.0,22.0
5538,Nezperce / Craigmont,Barley_Feed,5.55,2015.0,22.0
5539,Nezperce / Craigmont,SWW,5.15,2015.0,22.0
5540,Nezperce / Craigmont,HRW,5.45,2015.0,22.0
5541,Nezperce / Craigmont,DNS,6.42,2015.0,22.0
5542,Lewiston,Barley_Feed,6.05,2015.0,22.0
5543,Lewiston,SWW,5.4,2015.0,22.0
5544,Lewiston,HRW,5.7,2015.0,22.0
5545,Lewiston,DNS,6.67,2015.0,22.0
5546,Moscow / Genesee,Barley_Feed,5.55,2015.0,22.0
5547,Moscow / Genesee,SWW,5.17,2015.0,22.0
5548,Moscow / Genesee,HRW,5.43,2015.0,22.0
5549,Moscow / Genesee,DNS,6.44,2015.0,22.0
5550,Moscow / Genesee,HWW,5.43,2015.0,22.0
5551,Idaho Falls,Barley_Feed,5.0,2015.0,23.0
5552,Idaho Falls,Malting,12.0,2015.0,23.0
5553,Idaho Falls,SWW,5.88,2015.0,23.0
5554,Idaho Falls,HRW,4.3,2015.0,23.0
5555,Idaho Falls,DNS,6.27,2015.0,23.0
5556,Blackfoot / Pocatello,Malting,10.0,2015.0,23.0
